T拼音	汉字	类别	意符	通用语	释义
er3	洱	河川	hi	erfhi	〔洱海〕湖名，在云南省
er3	饵	米面	mm	erfmm	糕饼
er3	珥	佩<配>饰	pu	erfpu	用珠子或玉石做的耳环
er3	铒	元素	ys	erfys	一种金属元素Er，属稀土金属
er4	二	(规律)		erd	数名
er4	二	规律	gl	erdgl	数名
er4	佴	驻留	vl	erdvl	置，停留
er4	贰	"规律,大写"	gldx	erdgldx	“二”的大写
fa1	发	(送给)		fa	交付，送出
fa1	发	送给	sg	falsg	交付，送出
fa2	乏	体感	tg	faktg	疲倦
fa2	伐	切入	qr	fakqr	砍：伐树
fa2	垡	农耕	ng	fakng	耕地，把土翻起来
fa2	罚	(处分)		fak	处分犯罪、犯错误或违犯某项规则的人
fa2	罚	处分	if	fakif	处分犯罪、犯错误或违犯某项规则的人
fa2	阀	团体	tt	faktt	凭借权势造成特殊地位的个人或集团
fa2	筏	载具	zj	fakzj	用竹、木等平摆着编扎成的水上交通工具
fa3	法	(规范)		faf	体现统治阶段的意志，国家制定和颁布的公民必须遵守的行为规则
fa3	法	规范	gf	fafgf	体现统治阶段的意志，国家制定和颁布的公民必须遵守的行为规则
fa3	砝	量具	lj	faflj	天平上作为重量标准的东西，用金属制成
fa4	发	(皮肤)		fad	人的前额、双耳和头颈部以上生长的毛
fa4	发	皮肤	pf	fadpf	人的前额、双耳和头颈部以上生长的毛
fa4	珐	材料	cl	fadcl	〔珐琅〕用硼砂、玻璃粉、石英等加铅、锡的氧化物烧制而成的像釉子似的涂料
fan1	帆	组合	zh	fanlzh	利用风力使船前进的布篷
fan1	番	(族群)		fanl	称外国的或外族的：番邦
fan1	番	族群	zq	fanlzq	称外国的或外族的：番邦
fan1	幡	表示	bu	fanlbu	用竹竿等挑起来直着挂的长条形旗子
fan1	翻	(转动)		fan	歪倒，反转，变动位置，改变
fan1	翻	转动	vd	fanlvd	歪倒，反转，变动位置，改变
fan1	藩	土建	tj	fanltj	屏障，保卫
fan1	蕃	"族群,排序"	zqp	fanlzqp	同“番”称外国的或外族的：番邦
fan2	凡	(评判)		fank	平常的，不出奇的
fan2	凡	评判	pp	fankpp	平常的，不出奇的
fan2	矾	[化学]	h	fankh	含水复盐的一类，是某些金属硫酸盐的含水结晶
fan2	钒	元素	ys	fankys	一种金属元素V，银白色
fan2	烦	反感	fg	fankfg	又多又乱：不厌其烦
fan2	樊	土建	tj	fanktj	篱笆
fan2	蕃	繁荣	fr	fankfr	茂盛
fan2	燔	耗能	hn	fankhn	焚烧
fan2	繁	差异	iy	fankiy	多：繁多
fan2	蹯	四肢	sv	fanksv	兽足掌：熊蹯
fan2	蘩	草本	cb	fankcb	白蒿
fan3	反	(悖反)		fanf	翻转，颠倒
fan3	反	悖反	bf	fanfbf	翻转，颠倒
fan3	返	来往	lw	fanflw	回，归
fan4	犯	侵害	qh	fandqh	侵害，进攻
fan4	泛	漂移	py	fandpy	漂浮
fan4	饭	(米面)		fand	煮熟的谷类食品
fan4	饭	米面	mm	fandmm	煮熟的谷类食品
fan4	范	组合	zh	fandzh	模子
fan4	贩	[交易]	j	fandj	买货物出卖的行商或小商人：商贩
fan4	畈	田园	ty	fandty	成片的田
fan4	梵	纯粹	ic	fandic	关于古代印度的
fang1	方	(几何)		fag	四个角都是90四边形
fang1	方	几何	jh	fagljh	四个角都是90四边形
fang1	邡	地名	dm	fagldm	〔什邡〕地名，在四川省
fang1	坊	政区	vq	faglvq	里巷（多用于街巷的名称）
fang1	芳	(气味)		fagl	花草的香气
fang1	芳	气味	qw	faglqw	花草的香气
fang1	枋	材料	cl	faglcl	古书上说的一种树，木材可做车
fang1	钫	元素	ys	faglys	一种人造放射性金属元素Fr
fang2	坊	场所	is	fagkis	街市，市中店铺
fang2	防	保卫	bw	fagkbw	戒备，预先作好应急的准备
fang2	妨	对抗	dk	fagkdk	阻碍，伤害：妨碍
fang2	房	(房子)		fagk	住人或放东西的建筑物
fang2	房	房子	fz	fagkfz	住人或放东西的建筑物
fang2	肪	组织	zv	fagkzv	厚的脂膏，特指动物腰部肥厚的油
fang2	鲂	鱼类	yl	fagkyl	〔鲂鱼〕与鳊鱼相似，银灰色，腹部隆起，生活在淡水中
fang3	仿	模仿	mf	fagfmf	效法，照样做：仿效
fang3	访	(操控)		fagf	向人询问，调查
fang3	访	操控	ck	fagfck	向人询问，调查
fang3	彷	[思绪]	s	fagfs	〔彷徨〕犹疑不决，不知道往哪里走好
fang3	纺	劳作	lz	fagflz	把丝棉、麻、毛等做成纱
fang3	舫	载具	zj	fagfzj	船舶
fang4	放	(自由)		fagd	解脱约束，得到自由
fang4	放	自由	zy	fagdzy	解脱约束，得到自由
fei1	飞	(飞动)		feil	鸟类或虫类等用翅膀在空中往来活动
fei1	飞	飞动	fd	feilfd	鸟类或虫类等用翅膀在空中往来活动
fei1	妃	帝皇	dh	feildh	帝王的妻，位次于皇后；亦指太子、王、侯的妻
fei1	非	(评判)		fei	不，不是
fei1	非	评判	pp	feilpp	不，不是
fei1	啡	[名称]	m	feilm	咖啡，吗啡
fei1	绯	色彩	sc	feilsc	红色
fei1	菲	繁荣	fr	feilfr	花草茂盛，香气浓郁
fei1	扉	土建	tj	feiltj	门扇
fei1	蜚	"飞动,古字"	fdg	feilfdg	古同“飞”，现“流言飞语”常写作“流言蜚语”
fei1	霏	天气	tq	feiltq	云气
fei1	鲱	鱼类	yl	feilyl	〔鲱鱼〕体侧扁而长，长约二十厘米，背青黑色，腹银白色
fei2	肥	(仪态)		feik	含脂肪多的，与“瘦”相对
fei2	肥	仪态	yt	feikyt	含脂肪多的，与“瘦”相对
fei2	淝	河川	hi	feikhi	〔淝水〕水名，在安徽省
fei2	腓	组织	zv	feikzv	胫骨后的肉
fei3	菲	差异	iy	feifiy	微，薄
fei3	蜚	[昆虫]	k	feifk	古书上指椿象一类的昆虫
fei3	匪	(角色)		feif	强盗，抢劫财物的坏人
fei3	匪	角色	js	feifjs	强盗，抢劫财物的坏人
fei3	诽	谴责	qz	feifqz	捏造事实，说别人坏话
fei3	悱	[思绪]	s	feifs	想说可是不能够恰当地说出来
fei3	斐	文化	wh	feifwh	有文彩的
fei3	榧	木本	mb	feifmb	常绿乔木，种子有很硬的壳，两端尖，称“榧子”
fei3	翡	鸟类	nl	feifnl	古书上指一种有红毛的鸟
fei3	篚	器皿	qm	feifqm	古代盛物的竹器
fei4	吠	发声	fu	feidfu	狗叫
fei4	废	平衡	ph	feidph	停止，不再使用
fei4	沸	突变	tb	feidtb	开，滚，液体受热到一定温度时，内部发生气泡，表面翻滚，变成蒸气
fei4	狒	[哺乳]	b	feidb	〔狒狒〕哺乳动物，身体形状像猴，面形似狗
fei4	肺	器官	qg	feidqg	人和某些高级动物的呼吸器官
fei4	费	(损失)		feid	用钱财
fei4	费	损失	su	feidsu	用钱财
fei4	痱	疾病	jb	feidjb	〔痱子〕由于暑天出汗过多，引起汗腺发炎
fei4	镄	元素	ys	feidys	一种人造放射性金属元素Fm
fei4	芾	体貌	tm	feidtm	小树干及小树叶
fen1	分	(破开)		fen	区划开
fen1	分	破开	pk	fenlpk	区划开
fen1	吩	委派	wp	fenlwp	〔吩咐〕ａ．嘱咐；ｂ．口头指派或命令
fen1	纷	(态势)		fenl	众多，杂乱
fen1	纷	态势	tu	fenltu	众多，杂乱
fen1	芬	气味	qw	fenlqw	花草的香气
fen1	氛	天气	tq	fenltq	气，气象，情势
fen1	玢	[名称]	m	fenlm	〔赛璐玢〕玻璃纸的一种，无色透明，有光泽
fen1	酚	[化学]	h	fenlh	有机化合物，特指“苯酚”，亦称“石炭酸
fen2	坟	(墓葬)		fenk	埋葬死人筑起的土堆
fen2	坟	墓葬	mz	fenkmz	埋葬死人筑起的土堆
fen2	汾	河川	hi	fenkhi	〔汾河〕水名，在山西省
fen2	棼	态势	tu	fenktu	纷乱
fen2	焚	耗能	hn	fenkhn	燃烧
fen2	鼢	[哺乳]	b	fenkb	〔鼢鼠〕哺乳动物，在地下打洞，损害农作物的根及牧草
fen3	粉	(粉尘)		fenf	细末儿
fen3	粉	粉尘	fi	fenffi	细末儿
fen4	分	(权利)		fend	名位、职责、权利的限度：分所当然
fen4	分	权利	ql	fendql	名位、职责、权利的限度：分所当然
fen4	份	[量词]	l	fendl	整体里的一部
fen4	奋	意念	yn	fendyn	振作，鼓劲，振动
fen4	忿	反感	fg	fendfg	生气，恨
fen4	偾	侵害	qh	fendqh	败坏，破坏
fen4	愤	恼怒	nn	fendnn	因不满而忿怒或怨恨
fen4	粪	排泄	px	fendpx	屎：粪便
fen4	鲼	鱼类	yl	fendyl	〔鲼鱼〕身体扁平，呈菱形，尾细长
fen4	瀵	水文	uw	fenduw	水由地面下喷出漫溢
feng1	丰	(仪态)		fegl	容貌好看
feng1	丰	仪态	yt	feglyt	容貌好看
feng1	风	(天气)		feg	空气流动的现象。气象学特指空气在水平方向的流动
feng1	风	天气	tq	fegltq	空气流动的现象。气象学特指空气在水平方向的流动
feng1	沣	河川	hi	feglhi	〔沣水〕水名，在中国陕西省
feng1	枫	木本	mb	feglmb	落叶乔木，春季开花，叶互生，通常三裂，边缘有锯齿
feng1	封	屏蔽	pb	feglpb	密闭，使跟外面隔绝
feng1	疯	疾病	jb	fegljb	病名，通常指精神病，患者神经错乱，精神失常
feng1	砜	[化学]	h	feglh	硫酰基与烃基或芳香基结合成的有机化合物
feng1	峰	地形	dx	fegldx	高而尖的山头
feng1	烽	表示	bu	feglbu	古代边防报警的烟火
feng1	葑	草本	cb	feglcb	古书上指“蔓菁”、“芜菁”
feng1	锋	兵器	bq	feglbq	刀剑锐利的部分
feng1	蜂	[昆虫]	k	feglk	昆虫，会飞，多有毒刺，能蜇人
feng1	酆	地名	dm	fegldm	迷信传说指阴间
feng2	冯	[祖姓]	z	fegkz	姓氏
feng2	逢	(接触)		fegk	遇到：逢遇
feng2	逢	接触	ji	fegkji	遇到：逢遇
feng2	缝	劳作	lz	fegklz	用针线连缀
feng3	讽	(宣泄)		fegf	讽刺
feng3	讽	宣泄	xx	fegfxx	讽刺
feng3	唪	叙述	xu	fegfxu	大声吟诵
feng4	葑	根苗	gm	fegdgm	古书上指“蔓菁”、“芜菁”
feng4	缝	固象	gx	fegdgx	空隙，裂开或自然露出的窄长口子
feng4	凤	神话	uh	fegduh	传说中的鸟王（雄的称“凤”；雌的称“凰”）
feng4	奉	(手控)		fegd	恭敬地用手捧着
feng4	奉	手控	uk	fegduk	恭敬地用手捧着
feng4	俸	财产	ci	fegdci	官员等所得的薪金
fo2	佛	(信仰)		fok	指“佛教”（世界主要宗教之一）
fo2	佛	信仰	xy	fokxy	指“佛教”（世界主要宗教之一）
fou3	缶	盛器	iq	foufiq	古代一种大肚子小口儿的盛酒瓦器
fou3	否	(悖反)		fouf	表示不同意，不认可
fou3	否	悖反	bf	foufbf	表示不同意，不认可
fu1	夫	(称谓)		fu	旧时称成年男子
fu1	夫	称谓	iw	fuliw	旧时称成年男子
fu1	呋	[化学]	h	fulh	呋喃〕有机化合物，无色液体，供制药用，亦是化工的重要原料
fu1	肤	(皮肤)		ful	肉体表面的皮
fu1	肤	皮肤	pf	fulpf	肉体表面的皮
fu1	趺	"四肢,排序"	svp	fulsvp	脚背，足上
fu1	麸	废品	fp	fulfp	〔麸子〕小麦磨面过箩后剩下的皮
fu1	稃	花朵	hd	fulhd	小麦等植物的花外面包着的硬壳
fu1	跗	四肢	sv	fulsv	脚背，足上
fu1	孵	本能	bn	fulbn	鸟类伏在卵上，使卵内的胚胎发育成雏鸟
fu1	敷	涂敷	tf	fultf	涂上，搽上
fu2	佛	[思绪]	s	fuks	仿佛
fu2	夫	[语词]	y	fuky	文言发语词：夫天地者
fu2	稃	花朵	hd	fukhd	稻麦等植物花外面包着的硬壳
fu2	弗	[副词]	f	fukf	否定副词：不
fu2	伏	姿态	zt	fukzt	趴，脸向下，体前屈
fu2	凫	鸟类	nl	fuknl	水鸟，俗称“野鸭”，似鸭
fu2	孚	文明	wm	fukwm	信用
fu2	扶	手控	uk	fukuk	搀，用手支持人或物，使不倒
fu2	芙	木本	mb	fukmb	〔芙蓉〕ａ．落叶灌木，花有红、黄、白各色
fu2	芾	繁荣	fr	fukfr	草木茂盛
fu2	怫	形容	xr	fukxr	忿怒的样子
fu2	拂	剥离	bl	fukbl	拭，掸去
fu2	服	(服装)		fuk	衣裳
fu2	服	服装	fv	fukfv	衣裳
fu2	绂	佩<配>饰	pu	fukpu	古代系印纽的丝绳，亦指官印
fu2	绋	墓葬	mz	fukmz	古代出殡时拉棺材用的大绳
fu2	苻	"茎干,排序"	jgp	fukjgp	芦苇秆里面的薄膜
fu2	俘	胁迫	xp	fukxp	打仗时被擒的敌人
fu2	氟	元素	ys	fukys	一种气体元素F，淡黄色，味臭、性毒
fu2	祓	文化	wh	fukwh	古代用斋戒沐浴等方法除灾求福，亦泛指扫除
fu2	罘	[名称]	m	fukm	〔芝罘〕山名，在山东省。亦作“之罘”
fu2	茯	微生	wu	fukwu	一种块状菌类植物，皮黑色，有皱纹
fu2	郛	场所	is	fukis	古代城圈外围的大城
fu2	韨	"服装,排序"	fvp	fukfvp	古代祭服的蔽膝
fu2	浮	漂移	py	fukpy	漂在水面上，与“沉”相对
fu2	砩	"物产,旧字"	wij	fukwij	〔砩石〕又作“氟石”，一种矿物，即萤石
fu2	莩	茎干	jg	fukjg	芦苇秆里面的薄膜
fu2	蚨	财产	ci	fukci	〔青蚨〕古代用作钱的别称
fu2	匐	动作	dz	fukdz	匍匐
fu2	桴	载具	zj	fukzj	小竹筏或小木筏
fu2	涪	河川	hi	fukhi	〔涪江〕水名，在四川省中部，注入嘉陵江
fu2	符	凭据	pj	fukpj	古代朝廷传达命令或征调兵将用的凭证
fu2	艴	反感	fg	fukfg	生气的样子
fu2	菔	菜蔬	cu	fukcu	〔莱菔〕萝卜的别称
fu2	袱	用具	yj	fukyj	包裹或覆盖用的布单
fu2	幅	几何	jh	fukjh	泛指事物的宽度
fu2	福	幸福	xf	fukxf	一切顺利，幸运，与“祸”相对
fu2	蜉	[昆虫]	k	fukk	蜉蝣〕昆虫，幼虫生在水中，成虫褐绿色
fu2	辐	机械	jx	fukjx	连结车辋和车毂的直条：车辐。辐条
fu2	幞	"服装,排序B"	fvpb	fukfvpb	同“袱”包裹或覆盖用的布单
fu2	蝠	[哺乳]	b	fukb	〔蝙蝠〕哺乳动物，头和身体的样子像老鼠
fu2	黻	外表	wb	fukwb	古代礼服上黑与青相间的花纹
fu3	抚	社交	uj	fufuj	慰问
fu3	甫	[名称]	m	fufm	古代在男子名字下加的美称，后指人的表字（亦作“父”）
fu3	府	(场所)		fuf	储藏文书或财物的地方
fu3	府	场所	is	fufis	储藏文书或财物的地方
fu3	拊	手控	uk	fufuk	拍：拊掌大笑
fu3	斧	工具	gj	fufgj	砍东西用的工具，多用来砍木头
fu3	俯	姿态	zt	fufzt	向下，低头，与“仰”相对
fu3	釜	炊具	ij	fufij	古代的一种锅
fu3	脯	肉食	ru	fufru	肉干
fu3	辅	保卫	bw	fufbw	帮助，佐助
fu3	腑	器官	qg	fufqg	中医学将胃、胆、三焦、膀胱、大肠、小肠合称“六腑”，以别于“五脏”
fu3	滏	河川	hi	fufhi	〔滏阳河〕水名，在河北省
fu3	腐	变化	bh	fufbh	朽烂，变质
fu3	黼	外表	wb	fufwb	古代礼服上绣的半黑半白的花纹
fu3	父	称谓	iw	fufiw	老年人
fu4	服	[量词]	l	fudl	量词，指中药
fu4	父	家族	jz	fudjz	爸爸，母亲的丈夫
fu4	讣	通讯	tx	fudtx	报丧，报丧的通知
fu4	付	送给	sg	fudsg	交，给
fu4	妇	称谓	iw	fudiw	已婚的女子
fu4	负	(矛盾)		fud	指相对的两方面中反的一面，与“正”相对
fu4	负	矛盾	md	fudmd	指相对的两方面中反的一面，与“正”相对
fu4	附	接触	ji	fudji	另外加上，随带着
fu4	咐	委派	wp	fudwp	〔吩咐〕ａ．嘱咐；ｂ．口头指派或命令
fu4	阜	地形	dx	fuddx	土山
fu4	驸	车辆	il	fudil	几匹马共同拉车，在旁边的马
fu4	复	波动	bd	fudbd	回去，返
fu4	赴	来往	lw	fudlw	往，去
fu4	副	次序	cx	fudcx	第二位的，辅助的，区别于“正”、“主”
fu4	傅	角色	js	fudjs	教导人的人
fu4	富	[荣辱]	r	fudr	财产、财物多
fu4	赋	政务	vw	fudvw	旧指田地税
fu4	缚	捆扎	kz	fudkz	捆绑
fu4	腹	[躯体]	q	fudq	一般指人和脊椎动物躯干的一部分，介于胸和骨盆之间
fu4	鲋	鱼类	yl	fudyl	即“鲫鱼”
fu4	赙	社交	uj	fuduj	拿钱财帮助别人办理丧事
fu4	蝮	爬类	pl	fudpl	〔蝮蛇〕体色灰褐，有斑纹，头部略呈三角形，有毒牙
fu4	鳆	虫子	iz	fudiz	〔鳆鱼〕软体动物，贝壳椭圆形，生活在海中，肉可食
fu4	覆	掩盖	yg	fudyg	遮盖，蒙
fu4	馥	气味	qw	fudqw	香气
ga1	旮	场所	is	galis	〔旮旯〕ａ．角落；ｂ．喻偏僻的地方
ga1	伽	[名称]	m	galm	〔伽马射线〕即“丙种射线”，镭和其他一些放射性元素的原子放出的射线，应用于工业和医学等领域
ga1	嘎	(拟词)		gal	象声词，形容短促而响亮的声音
ga1	嘎	拟词	nc	galnc	象声词，形容短促而响亮的声音
ga1	胳	四肢	sv	galsv	〔夹肢窝〕〔胳肢窝〕腋下
ga1	夹	"四肢,排序"	svp	galsvp	〔夹肢窝〕腋下
ga1	咖	(佐料)		ga	〔咖喱〕用胡椒、姜黄、香椒等的粉末做成的调味品
ga1	咖	佐料	zl	galzl	〔咖喱〕用胡椒、姜黄、香椒等的粉末做成的调味品
ga1	呷	[拟词]	n	galn	同“嘎嘎”(gāgā)，象声词。
ga2	钆	元素	ys	gakys	一种金属元素Gd，稀土金属
ga2	尜	器材	qc	gakqc	〔尜尜〕一种儿童玩具，两头尖中间大
ga2	嘎	"器材,排序"	qcp	gakqcp	同“尜”〔尜尜〕一种儿童玩具，两头尖中间大
ga2	噶	[名称]	m	gakm	〔噶伦〕中国原西藏地方政府的主要官员
ga2	轧	(接触)		gak	<方>挤
ga2	轧	接触	ji	gakji	<方>挤
ga3	嘎	(性格)		gaf	乖僻，脾气不好
ga3	嘎	性格	xg	gafxg	乖僻，脾气不好
ga3	尕	差异	iy	gafiy	方言，小
ga4	尬	(荣辱)		gad	〔尴尬〕处境窘困，不易处理
ga4	尬	荣辱	rr	gadrr	〔尴尬〕处境窘困，不易处理
gai1	该	(责任)		gai	应当
gai1	该	责任	zr	gailzr	应当
gai1	陔	土建	tj	gailtj	台阶，层次
gai1	垓	地名	dm	gaildm	垓下古地名在今安徽灵璧东南，项羽在这里被围失败
gai1	赅	(情况)		gail	完备
gai1	赅	情况	qk	gailqk	完备
gai3	改	(选择)		gaif	变更，更换
gai3	改	选择	xz	gaifxz	变更，更换
gai4	丐	谋求	mq	gaidmq	乞求
gai4	钙	元素	ys	gaidys	一种金属元素Ca，银白色结晶，有延展性
gai4	盖	(器材)		gaid	有遮蔽作用的东西
gai4	盖	器材	qc	gaidqc	有遮蔽作用的东西
gai4	溉	农耕	ng	gaidng	浇灌
gai4	戤	欺骗	qp	gaidqp	方言，指假冒名牌图利
gai4	概	情况	qk	gaidqk	情况，景象
gai4	芥	菜蔬	cu	gaidcu	〔芥菜〕一年生草本植物
gan1	干	(接触)		gan	触犯，冒犯，冲犯
gan1	干	接触	ji	ganlji	触犯，冒犯，冲犯
gan1	甘	(味道)		ganl	甜，味道好
gan1	甘	味道	wd	ganlwd	甜，味道好
gan1	杆	用具	yj	ganlyj	较长的棍
gan1	肝	器官	qg	ganlqg	人或动物体内最大的消化腺
gan1	坩	盛器	iq	ganliq	〔坩埚〕用来熔化金属或其它物质的器皿
gan1	泔	废品	fp	ganlfp	〔泔水〕洗过米或洗碗洗菜用过的水
gan1	苷	[化学]	h	ganlh	[糖苷]有机化学的一类
gan1	柑	果品	gp	ganlgp	常绿灌木，果实圆形，似橘而大，赤黄色，味甜或酸甜，种类很多
gan1	竿	材料	cl	ganlcl	竹子的主干
gan1	疳	疾病	jb	ganljb	〔疳积〕中医指小儿的肠胃病
gan1	酐	化学	hx	ganlhx	〔酸酐〕无机酸缩水而成的氟化物
gan1	尴	[荣辱]	r	ganlr	〔尴尬〕a处境窘困
gan1	矸	物产	wi	ganlwi	〔矸石〕夹杂在煤里的石块。亦称“矸子”
gan1	乾	属性	ux	ganlux	同“干”没有水分或水分很少
gan3	杆	器材	qc	ganfqc	较长的棍
gan3	秆	茎干	jg	ganfjg	稻麦等植物的茎
gan3	赶	驱逐	qv	ganfqv	驱逐，驱使
gan3	敢	态度	td	ganftd	有勇气，有胆量
gan3	感	(反应)		ganf	使在意识、情绪上起反应；因受刺激而引起的心理上的变化
gan3	感	反应	fy	ganffy	使在意识、情绪上起反应；因受刺激而引起的心理上的变化
gan3	澉	地名	dm	ganfdm	〔澉浦〕地名，在浙江省海盐市
gan3	橄	木本	mb	ganfmb	〔橄榄〕ａ．常绿乔木，种子可榨油，树脂供药用
gan3	擀	力量	ll	ganfll	用棍棒碾轧
gan4	干	(方位)		gand	食物的主体或重要部分
gan4	干	方位	fw	gandfw	食物的主体或重要部分
gan4	旰	时日	ur	gandur	晚，天色晚
gan4	绀	色彩	sc	gandsc	红青，微带红的黑色
gan4	淦	河川	hi	gandhi	[淦水]，水名，在江西
gan4	赣	地区	dq	ganddq	中国江西省的别称
gang1	冈	地形	dx	gagldx	山脊
gang1	刚	(质感)		gagl	硬，坚强，与“柔”相对
gang1	刚	质感	vg	gaglvg	硬，坚强，与“柔”相对
