词语	T拼音	通用语
过松	guo4song1	guosog
过速	guo4su4	guosu
果酸	guo3suan1	guosub
果糖	guo3tang2	guotag
锅台	guo1tai2	guotai
国体	guo2ti3	guoti
锅贴	guo1tie1	guotie
过厅	guo4ting1	guotig
国统区	guo2tong3qu1	guotogqv
过头	guo4tou2	guotou
国土	guo2tu3	guotu
裹腿	guo3tui3	guotui
过午	guo4wu3	guou
国王	guo2wang2	guouag
国外	guo2wai4	guouai
过完	guo4wan2	guoub
过五关	guo4wu3guan1	guougub
国威	guo2wei1	guoui
国文	guo2wen2	guoun
国务卿	guo2wu4qing1	guouqig
国务院	guo2wu4yuan4	guouvb
过于	guo4yu2	guov
果园	guo3yuan2	guovb
国乐	guo2yue4	guove
国运	guo2yun4	guovn
过细	guo4xi4	guox
果香	guo3xiang1	guoxiag
过小	guo4xiao3	guoxiao
裹挟	guo3xie2	guoxie
过心	guo4xin1	guoxin
过新年	guo4xin1nian2	guoxinnib
国学	guo2xue2	guoxve
果子	guo3zi5	guoz
国葬	guo2zang4	guozag
过载	guo4zai3	guozai
过早	guo4zao3	guozao
国贼	guo2zei2	guozei
过帐	guo4zhang4	guozhag
国债	guo2zhai4	guozhai
国债券	guo2zhai4quan4	guozhaiqvb
过招	guo4zhao1	guozhao
国政	guo2zheng4	guozheg
果真	guo3zhen1	guozhen
果汁	guo3zhi1	guozhi
过重	guo4zhong4	guozhog
裹住	guo3zhu4	guozhu
裹足	guo3zu2	guozu
姑婆	gu1po2	gup
骨牌	gu3pai2	gupai
顾盼	gu4pan4	gupan
骨盆	gu3pen2	gupen
孤僻	gu1pi4	gupi
股票	gu3piao4	gupiao
股评	gu3ping2	gupig
古朴	gu3pu2	gupu
骨气	gu3qi4	guq
古钱	gu3qian2	guqib
姑且	gu1qie3	guqie
雇请	gu4qing3	guqig
古琴	gu3qin2	guqin
故去	gu4qu4	guqv
顾全	gu4quan2	guqvb
股权证	gu3quan2zheng4	guqvbzheg
固然	gu4ran2	guran
古人	gu3ren2	guren
古人类	gu3ren2lei4	gurenlei
骨肉	gu3rou4	gurou
古寺	gu3si4	gus
姑嫂	gu1sao3	gusao
固沙	gu4sha1	gusha
顾上	gu4shang4	gushag
固沙林	gu4sha1lin2	gushalin
鼓声	gu3sheng1	gusheg
古生物	gu3sheng1wu4	gushegu
孤身	gu1shen1	gushen
故事	gu4shi4	gushi
古诗词	gu3shi1ci2	gushic
古时候	gu3shi2hou4	gushihou
故事片	gu4shi4pian4	gushipib
故事性	gu4shi4xing4	gushixig
固守	gu4shou3	gushou
古书	gu3shu1	gushu
估算	gu1suan4	gusub
骨髓	gu3sui3	gusui
骨髓炎	gu3sui3yan2	gusuiib
古塔	gu3ta3	guta
古塘	gu3tang2	gutag
固态	gu4tai4	gutai
姑太太	gu1tai4tai4	gutaitai
固体	gu4ti3	guti
古亭	gu3ting2	gutig
固体力学	gu4ti3li4xue2	gutilixve
古体诗	gu3ti3shi1	gutishi
箍桶	gu1tong3	gutog
古铜色	gu3tong2se4	gutogse
骨头	gu1tou2	gutou
故土	gu4tu3	gutu
谷物	gu3wu4	guu
古玩	gu3wan2	guub
古玩城	gu3wan2cheng2	guubcheg
古玩店	gu3wan2dian4	guubdib
顾问	gu4wen4	guun
顾问团	gu4wen4tuan2	guuntub
故我	gu4wo3	guuo
谷雨	gu3yu3	guv
雇员	gu4yuan2	guvb
鼓乐	gu3yue4	guve
鼓乐声	gu3yue4sheng1	guvesheg
古韵	gu3yun4	guvn
股息	gu3xi1	gux
固象	gu4xiang4	guxiag
孤行	gu1xing2	guxig
骨血	gu3xue4	guxve
古训	gu3xun4	guxvn
古稀之年	gu3xi1zhi1nian2	guxzhi-nib
古字	gu3zi4	guz
鼓噪	gu3zao4	guzao
故障	gu4zhang4	guzhag
故障率	gu4zhang4lv4	guzhaglv
鼓掌声	gu3zhang3sheng1	guzhagsheg
古宅	gu3zhai2	guzhai
骨折	gu3zhe2	guzhe
古筝	gu3zheng1	guzheg
古镇	gu3zhen4	guzhen
固执	gu4zhi2	guzhi
故纸堆	gu4zhi3dui1	guzhidui
古钟	gu3zhong1	guzhog
孤舟	gu1zhou1	guzhou
箍住	gu1zhu4	guzhu
古装	gu3zhuang1	guzhuag
古装戏	gu3zhuang1xi4	guzhuagx
古拙	gu3zhuo1	guzhuo
骨子里	gu3zi5li3	guzli
故纵	gu4zong4	guzog
鼓足	gu3zu2	guzu
故作	gu4zuo4	guzuo
阁下	ge2xia4	gxia
各项	ge4xiang4	gxiag
个性	ge4xing4	gxig
个性化	ge4xing4hua4	gxighua
革新	ge2xin1	gxin
个儿	ge4er1	gyr
哥儿俩	ge1er1lia3	gyrlia
哥儿们	ge1er1men5	gyrmen
歌仔戏	ge1zai3xi4	gzaix
歌者	ge1zhe3	gzhe
咯吱	ge1zhi1	gzhi
革制品	ge2zhi4pin3	gzhipin
各种	ge4zhong3	gzhog
各种各样	ge4zhong3ge4yang4	gzhogge-iag
个中人	ge4zhong1ren2	gzhogren
各自	ge4zi4	gzi
鸽子笼	ge1zi5long2	gzlog
各族	ge4zu2	gzu
哈巴狗	ha3ba1gou3	haba-gou
哈达	ha3da2	hada
哈佛	ha1fo2	hafo
行帮	hang2bang1	hagbag
航班	hang2ban1	hagban
航标	hang2biao1	hagbiao
航标灯	hang2biao1deng1	hagbiaodeg
航次	hang2ci4	hagc
航测	hang2ce4	hagce
航程	hang2cheng2	hagcheg
航船	hang2chuan2	hagchub
行当	hang2dang4	hagdag
航道	hang2dao4	hagdao
行东	hang2dong1	hagdog
行规	hang2gui1	haggui
航海	hang2hai3	haghai
航海家	hang2hai3jia1	haghaijia
行号	hang2hao2	haghao
行话	hang2hua4	haghua
行会	hang2hui4	haghui
行货	hang2huo4	haghuo
行业	hang2ye4	hagie
行业性	hang2ye4xing4	hagiexig
行家	hang2jia1	hagjia
行家里手	hang2jia1li3shou3	hagjialishou
行间	hang2jian1	hagjib
行距	hang2ju4	hagjv
航空	hang2kong1	hagkog
航空兵	hang2kong1bing1	hagkogbig
航空队	hang2kong1dui4	hagkogdui
航空港	hang2kong1gang3	hagkoggag
航空局	hang2kong1ju2	hagkogjv
航空器	hang2kong1qi4	hagkogq
航空史	hang2kong1shi3	hagkogshi
航空信	hang2kong1xin4	hagkogxin
航空学	hang2kong1xue2	hagkogxve
行款	hang2kuan3	hagkub
行里	hang2li3	hagli
行列	hang2lie4	haglie
航路	hang2lu4	haglu
航模	hang2mo2	hagmo
行内	hang2nei4	hagnei
哈工大	ha1gong1da4	ha-gogda
航拍	hang2pai1	hagpai
行情	hang2qing2	hagqig
夯实	hang1shi2	hagshi
行首	hang2shou3	hagshou
航速	hang2su4	hagsu
航天	hang2tian1	hagtib
航天服	hang2tian1fu2	hagtibfu
航天局	hang2tian1ju2	hagtibjv
航天器	hang2tian1qi4	hagtibq
航天员	hang2tian1yuan2	hagtibvb
航天站	hang2tian1zhan4	hagtibzhan
行伍	hang2wu3	hagu
行约	hang2yue1	hagve
航运	hang2yun4	hagvn
航运业	hang2yun4ye4	hagvnie
航向	hang2xiang4	hagxiag
航校	hang2xiao4	hagxiao
航线	hang2xian4	hagxib
航行	hang2xing2	hagxig
行长	hang2zhang3	hagzhag
航站	hang2zhan4	hagzhan
哈哈	ha1ha1	haha
哈哈镜	ha1ha1jing4	hahajig
海岸	hai3an4	haian
海岸炮	hai3an4pao4	haianpao
海岸线	hai3an4xian4	haianxib
哈腰	ha1yao1	ha-iao
海波	hai3bo1	haib
海拔	hai3ba2	haiba
海贝	hai3bei4	haibei
海边	hai3bian1	haibib
害病	hai4bing4	haibig
海滨	hai3bin1	haibin
海部	hai3bu4	haibu
还不是	hai2bu4shi4	haibushi
海菜	hai3cai4	haicai
害惨	hai4can3	haican
海草	hai3cao3	haicao
海产	hai3chan3	haichan
海产品	hai3chan3pin3	haichanpin
海潮	hai3chao2	haichao
害虫	hai4chong2	haichog
害处	hai4chu3	haichu
海船	hai3chuan2	haichub
海带	hai3dai4	haidai
海胆	hai3dan3	haidan
海盗	hai3dao4	haidao
海底	hai3di3	haidi
海防	hai3fang2	haifag
海风	hai3feng1	haifeg
海港	hai3gang3	haigag
海沟	hai3gou1	haigou
骸骨	hai2gu3	haigu
海关	hai3guan1	haigub
海龟	hai3gui1	haigui
害国	hai4guo2	haiguo
海涵	hai3han2	haihan
海货	hai3huo4	haihuo
骇异	hai4yi4	haii
海洋	hai3yang2	haiiag
海洋法	hai3yang2fa3	haiiagfa
海洋权	hai3yang2quan2	haiiagqvb
海洋性	hai3yang2xing4	haiiagxig
海洋学	hai3yang2xue2	haiiagxve
还要	hai2yao4	haiiao
海盐	hai3yan2	haiib
海鹰	hai3ying1	haiig
还用说	hai2yong4shuo1	haiiogshuo
还有	hai2you3	haiiu
害己	hai4ji3	haij
海基会	hai3ji1hui4	haijhui
海疆	hai3jiang1	haijiag
海角	hai3jiao3	haijiao
海景	hai3jing3	haijig
海军	hai3jun1	haijvn
海空军	hai3kong1jun1	haikogjvn
害苦	hai4ku3	haiku
海葵	hai3kui2	haikui
海阔天空	hai3kuo4tian1kong1	haikuotibkog
海枯石烂	hai3ku1shi2lan4	haiku-shilan
海浪	hai3lang4	hailag
海蓝	hai3lan2	hailan
海了	hai3le5	haile
海里	hai3li3	haili
海量	hai3liang4	hailiag
海狸鼠	hai3li2shu3	haili-shu
海流	hai3liu2	hailiu
海龙	hai3long2	hailog
海路	hai3lu4	hailu
海陆空	hai3lu4kong1	hailu-kog
海轮	hai3lun2	hailun
海螺	hai3luo2	hailuo
海洛因	hai3luo4yin1	hailuoin
海马	hai3ma3	haima
海面	hai3mian4	haimib
亥姆霍玆	hai4mu3huo4zi1	haimu-huoz
海难	hai3nan4	hainan
海内	hai3nei4	hainei
海内外	hai3nei4wai4	haineiuai
海鸟	hai3niao3	hainiao
海牛	hai3niu2	hainiu
害农	hai4nong2	hainog
海鸥	hai3ou1	haiou
害怕	hai4pa4	haipa
海派	hai3pai4	haipai
海平面	hai3ping2mian4	haipigmib
氦气	hai4qi4	haiq
海区	hai3qu1	haiqv
害群之马	hai4qun2zhi1ma3	haiqvnzhima
骇然	hai4ran2	hairan
害人	hai4ren2	hairen
害人不浅	hai4ren2bu4qian3	hairenbuqib
害人精	hai4ren2jing1	hairenjig
害死	hai4si3	hais
害臊	hai4sao4	haisao
海上	hai3shang4	haishag
海生	hai3sheng1	haisheg
海参	hai3shen1	haishen
还是	hai2shi4	haishi
海誓山盟	hai3shi4shan1meng2	haishishanmeg
海水	hai3shui3	haishui
海水浴	hai3shui3yu4	haishuiv
海松	hai3song1	haisog
还算	hai2suan4	haisub
海棠	hai3tang2	haitag
海棠花	hai3tang2hua1	haitaghua
海滩	hai3tan1	haitan
海涛	hai3tao1	haitao
孩提	hai2ti2	haiti
海天	hai3tian1	haitib
孩童	hai2tong2	haitog
海图	hai3tu2	haitu
海豚	hai3tun2	haitun
海王星	hai3wang2xing1	haiuagxig
海外	hai3wai4	haiuai
海外版	hai3wai4ban3	haiuaiban
海碗	hai3wan3	haiub
海味	hai3wei4	haiui
海域	hai3yu4	haiv
海员	hai3yuan2	haivb
海运	hai3yun4	haivn
害喜	hai4xi3	haix
海峡	hai3xia2	haixia
海象	hai3xiang4	haixiag
海啸	hai3xiao4	haixiao
海鲜	hai3xian1	haixib
海协	hai3xie2	haixie
海协会	hai3xie2hui4	haixiehui
还行	hai2xing2	haixig
害羞	hai4xiu1	haixiu
海穴	hai3xue2	haixve
海寻	hai3xun2	haixvn
孩儿	hai2er1	haiyr
孩子	hai2zi5	haiz
海藻	hai3zao3	haizao
海战	hai3zhan4	haizhan
海蜇	hai3zhe1	haizhe
海政	hai3zheng4	haizheg
孩子王	hai2zi5wang2	haizi-uag
孩子家	hai2zi5jia1	haizjia
孩子气	hai2zi5qi4	haizq
哈罗	ha1luo2	haluo
蛤蟆	ha2ma2	hama
哈密	ha1mi4	hami
哈密瓜	ha1mi4gua1	hami-gua
汉白玉	han4bai2yu4	hanbaiv
含苞	han2bao1	hanbao
含苞待放	han2bao1dai4fang4	hanbaodaifag
含苞欲放	han2bao1yu4fang4	hanbaovfag
含悲	han2bei1	hanbei
寒冰	han2bing1	hanbig
旱冰鞋	han4bing1xie2	hanbigxie
汗涔涔	han4cen2cen2	hancencen
酣畅	han1chang4	hanchag
酣畅淋漓	han1chang4lin2li2	hanchaglinli
寒蝉	han2chan2	hanchan
寒潮	han2chao2	hanchao
汉成帝	han4cheng2di4	hanchegdi
寒碜	han2chen3	hanchen
汗臭	han4chou4	hanchou
喊出	han3chu1	hanchu
寒窗	han2chuang1	hanchuag
旱船	han4chuan2	hanchub
寒春	han2chun1	hanchun
函大	han2da4	handa
寒带	han2dai4	handai
邯郸梦	han2dan1meng4	handanmeg
喊道	han3dao4	handao
旱地	han4di4	handi
含碘	han2dian3	handib
寒冬	han2dong1	handog
寒冬腊月	han2dong1la4yue4	handoglave
含毒	han2du2	handu
焊缝	han4feng4	hanfeg
悍匪	han4fei3	hanfei
悍妇	han4fu4	hanfu
涵盖	han2gai4	hangai
涵盖面	han2gai4mian4	hangaimib
函告	han2gao4	hangao
焊工	han4gong1	hangog
寒光	han2guang1	hanguag
韩国人	han2guo2ren2	hanguoren
翰海	han4hai3	hanhai
憨憨	han1han1	hanhan
含含糊糊	han2han2hu4hu1	hanhanhuhu
含恨	han2hen4	hanhen
憨厚	han1hou4	hanhou
含糊	han2hu5	hanhu
汉化	han4hua4	hanhua
含混	han2hun4	hanhun
含糊其词	han2hu2qi2ci2	hanhuqc
含义	han2yi4	hani
喊哑	han3ya3	hania
涵养	han2yang3	haniag
含氧量	han2yang3liang4	haniagliag
寒窑	han2yao2	haniao
旱鸭子	han4ya1zi5	haniaz
汗颜	han4yan2	hanib
旱烟袋	han4yan1dai4	hanibdai
寒夜	han2ye4	hanie
汉英	han4ying1	hanig
含饴弄孙	han2yi2nong4sun1	hani-nogsun
罕用	han3yong4	haniog
含有	han2you3	haniu
旱季	han4ji4	hanj
寒假	han2jia4	hanjia
悍将	han4jiang4	hanjiag
喊叫	han3jiao4	hanjiao
汉奸	han4jian1	hanjib
焊接	han4jie1	hanjie
含金	han2jin1	hanjin
汗津津	han4jin1jin1	hanjinjin
含金量	han2jin1liang4	hanjinliag
汉卡	han4ka3	hanka
喊口号	han3kou3hao4	hankouhao
旱涝	han4lao4	hanlao
旱涝保收	han4lao4bao3shou1	hanlaobaoshou
寒冷	han2leng3	hanleg
含泪	han2lei4	hanlei
寒栗	han2li4	hanli
含量	han2liang4	hanliag
翰林	han4lin2	hanlin
汗淋淋	han4lin2lin2	hanlinlin
寒流	han2liu2	hanliu
汗流浃背	han4liu2jia1bei4	hanliujiabei
汗流满面	han4liu2man3mian4	hanliumanmib
寒露	han2lu4	hanlu
汗毛	han4mao2	hanmao
寒梅	han2mei2	hanmei
寒门	han2men2	hanmen
汉民	han4min2	hanmin
翰墨	han4mo4	hanmo
汉墓	han4mu4	hanmu
汗牛充栋	han4niu2chong1dong4	hanniuchogdog
含怒	han2nu4	hannu
喊破	han3po4	hanp
汉堡包	han4pu4bao1	hanpu-bao
寒气	han2qi4	hanq
含铅	han2qian1	hanqib
旱情	han4qing2	hanqig
旱区	han4qu1	hanqv
寒气袭人	han2qi4xi2ren2	hanqxren
悍然	han4ran2	hanran
寒热	han2re4	hanre
汉人	han4ren2	hanren
撼人心魄	han4ren2xin1po4	hanrenxinp
汉儒	han4ru2	hanru
汗如雨下	han4ru2yu3xia4	hanruvxia
含沙	han2sha1	hansha
汗衫	han4shan1	hanshan
含沙射影	han2sha1she4ying3	hanshashe-ig
寒舍	han2she4	hanshe
喊声	han3sheng1	hansheg
寒食	han2shi2	hanshi
函授	han2shou4	hanshou
函数	han2shu4	hanshu
汗水	han4shui3	hanshui
含水量	han2shui3liang4	hanshuiliag
汗水淋漓	han4shui3lin2li2	hanshuilinli
寒暑假	han2shu3jia4	hanshujia
寒酸	han2suan1	hansub
汉唐	han4tang2	hantag
憨态	han1tai4	hantai
憨态可掬	han1tai4ke3ju1	hantaikjv
含碳	han2tan4	hantan
焊条	han4tiao2	hantiao
寒天	han2tian1	hantib
含铁	han2tie3	hantie
汉武帝	han4wu3di4	hanudi
捍卫	han4wei4	hanui
寒武纪	han2wu3ji4	hanuj
汉文	han4wen2	hanun
汉语	han4yu3	hanv
含冤	han2yuan1	hanvb
含蕴	han2yun4	hanvn
含笑	han2xiao4	hanxiao
汗腺	han4xian4	hanxib
喊醒	han3xing3	hanxig
寒心	han2xin1	hanxin
含辛茹苦	han2xin1ru2ku3	hanxinruku
含羞	han2xiu1	hanxiu
含羞草	han2xiu1cao3	hanxiucao
含蓄	han2xu4	hanxv
寒暄	han2xuan1	hanxvb
汉学	han4xue2	hanxve
汉学家	han4xue2jia1	hanxvejia
含血喷人	han2xue4pen1ren2	hanxvepenren
汉字	han4zi4	hanz
旱灾	han4zai1	hanzai
酣战	han1zhan4	hanzhan
罕至	han3zhi4	hanzhi
汗珠	han4zhu1	hanzhu
汗珠子	han4zhu1zi5	hanzhuz
好榜样	hao3bang3yang4	haobagiag
好八连	hao3ba1lian2	haobalib
好办	hao3ban4	haoban
好半天	hao3ban4tian1	haobantib
好比	hao3bi3	haobi
好辩	hao3bian4	haobib
号兵	hao4bing1	haobig
毫不	hao2bu4	haobu
毫不迟疑	hao2bu4chi2yi2	haobuchii
毫不动摇	hao2bu4dong4yao2	haobudogiao
毫不犹豫	hao2bu4you2yu4	haobu-iuv
好不容易	hao3bu4rong2yi4	haoburogi
毫不相干	hao2bu4xiang1gan1	haobuxiaggan
毫不在乎	hao2bu4zai4hu1	haobuzaihu
耗材	hao4cai2	haocai
好茶	hao3cha2	haocha
好车	hao3che1	haoche
号称	hao4cheng1	haocheg
好吃	hao3chi1	haochi
好处	hao3chu4	haochu
好处费	hao3chu4fei4	haochufei
浩大	hao4da4	haoda
浩荡	hao4dang4	haodag
好歹	hao3dai3	haodai
好大喜功	hao4da4xi3gong1	haodaxgog
号灯	hao4deng1	haodeg
耗掉	hao4diao4	haodiao
耗电	hao4dian4	haodib
耗电量	hao4dian4liang4	haodibliag
好懂	hao3dong3	haodog
好斗	hao4dou4	haodou
豪赌	hao2du3	haodu
好端端	hao3duan1duan1	haodubdub
好多	hao3duo1	haoduo
毫发	hao2fa1	haofa
豪放	hao2fang4	haofag
浩繁	hao4fan2	haofan
耗费	hao4fei4	haofei
豪富	hao2fu4	haofu
好改	hao3gai3	haogai
好感	hao3gan3	haogan
好高骛远	hao4gao1wu4yuan3	haogaouvb
壕沟	hao2gou1	haogou
耗光	hao4guang1	haoguag
好管	hao3guan3	haogub
好过	hao3guo4	haoguo
好喝	hao3he1	haoh
好汉	hao3han4	haohan
好好	hao3hao3	haohao
好话	hao3hua4	haohua
好坏	hao3huai4	haohuai
豪华型	hao2hua2xing2	haohuaxig
好意	hao3yi4	haoi
好样	hao3yang4	haoiag
好样的	hao3yang4de5	haoiagd
豪言	hao2yan2	haoib
好言好语	hao3yan2hao3yu3	haoibhaov
豪言壮语	hao2yan2zhuang4yu3	haoibzhuagv
好一个	hao3yi1ge4	haoi-g
好一会	hao3yi1hui4	haoihui
豪饮	hao2yin3	haoin
好用	hao3yong4	haoiog
好意思	hao3yi4si1	haois
好友	hao3you3	haoiu
好逸恶劳	hao4yi4wu4lao2	haoi-ulao
耗油量	hao4you2liang4	haoiuliag
好几	hao3ji3	haoj
好价	hao3jia4	haojia
好讲	hao3jiang3	haojiag
好家伙	hao3jia1huo5	haojiahuo
号角	hao4jiao3	haojiao
嚎叫声	hao2jiao4sheng1	haojiaosheg
浩劫	hao4jie2	haojie
好景	hao3jing3	haojig
好景不长	hao3jing3bu4chang2	haojigbuchag
耗尽	hao4jin4	haojin
好久	hao3jiu3	haojiu
好开	hao3kai1	haokai
好看	hao3kan4	haokan
好客	hao4ke4	haoke
嚎哭	hao2ku1	haoku
好赖	hao3lai4	haolai
好了	hao3le5	haole
毫厘	hao2li2	haoli
好脸	hao3lian3	haolib
号令	hao4ling4	haolig
号码	hao4ma3	haoma
豪迈	hao2mai4	haomai
毫毛	hao2mao2	haomao
好梦	hao3meng4	haomeg
豪门	hao2men2	haomen
毫米	hao2mi3	haomi
浩淼	hao4miao3	haomiao
好命	hao3ming4	haomig
好拿	hao3na2	haona
好男儿	hao3nan2er2	haonaner
耗能	hao4neng2	haoneg
好女	hao3nv3	haonv
号牌	hao4pai2	haopai
号炮	hao4pao4	haopao
好朋友	hao3peng2you3	haopegiu
好评	hao3ping2	haopig
好奇	hao4qi2	haoq
好强	hao4qiang2	haoqiag
壕堑	hao2qian4	haoqib
豪情	hao2qing2	haoqig
豪情壮志	hao2qing2zhuang4zhi4	haoqigzhuagzhi
好球	hao3qiu2	haoqiu
耗去	hao4qu4	haoqv
好奇心	hao4qi2xin1	haoqxin
浩然	hao4ran2	haoran
浩然之气	hao4ran2zhi1qi4	haoranzhiq
好惹	hao3re3	haore
好人	hao3ren2	haoren
好人家	hao3ren2jia1	haorenjia
好容易	hao3rong2yi4	haorogi
好日子	hao3ri4zi5	haorz
好似	hao3si4	haos
耗散	hao4san4	haosan
好色	hao4se4	haose
豪奢	hao2she1	haoshe
好胜	hao4sheng4	haosheg
好声好气	hao3sheng1hao3qi4	haosheghaoq
好胜心	hao4sheng4xin1	haoshegxin
豪绅	hao2shen1	haoshen
好身手	hao3shen1shou3	haoshenshou
好事	hao3shi4	haoshi
好事多磨	hao3shi4duo1mo2	haoshiduom
耗时间	hao4shi2jian1	haoshijib
好事者	hao4shi4zhe3	haoshizhe
好事之徒	hao4shi4zhi1tu2	haoshizhitu
好受	hao3shou4	haoshou
号数	hao4shu4	haoshu
豪爽	hao2shuang3	haoshuag
好水	hao3shui3	haoshui
好说	hao3shuo1	haoshuo
好说歹说	hao3shuo1dai3shuo1	haoshuodaishuo
好说话	hao3shuo1hua4	haoshuohua
耗损	hao4sun3	haosun
浩特	hao4te4	haot
好谈	hao3tan2	haotan
嚎啕	hao2tao2	haotao
号啕大哭	hao2tao2da4ku1	haotaodaku
好天	hao3tian1	haotib
好听	hao3ting1	haotig
号头	hao4tou2	haotou
毫无	hao2wu2	haou
号外	hao4wai4	haouai
好玩	hao3wan2	haoub
毫无办法	hao2wu2ban4fa3	haou-banfa
毫无二致	hao2wu2er4zhi4	haouerzhi
毫无顾虑	hao2wu2gu4lv4	haougulv
号为	hao4wei2	haoui
毫无用处	hao2wu2yong4chu3	haou-iogchu
毫无例外	hao2wu2li4wai4	haouli-uai
好闻	hao3wen2	haoun
好于	hao3yu2	haov
好运	hao3yun4	haovn
好戏	hao3xi4	haox
豪侠	hao2xia2	haoxia
好像	hao3xiang4	haoxiag
好象是	hao3xiang4shi4	haoxiagshi
好笑	hao3xiao4	haoxiao
好消息	hao3xiao1xi1	haoxiaox
好些	hao3xie1	haoxie
豪兴	hao2xing4	haoxig
好性儿	hao3xing4er1	haoxigyr
好心	hao3xin1	haoxin
好心肠	hao3xin1chang2	haoxinchag
好心好意	hao3xin1hao3yi4	haoxinhaoi
好心人	hao3xin1ren2	haoxinren
好修	hao3xiu1	haoxiu
好选	hao3xuan3	haoxvb
好学	hao4xue2	haoxve
好儿	hao3er1	haoyr
耗资	hao4zi1	haoz
好在	hao3zai4	haozai
豪宅	hao2zhai2	haozhai
好战	hao4zhan4	haozhan
号召	hao2zhao4	haozhao
号召力	hao2zhao4li4	haozhaoli
好挣	hao3zheng4	haozheg
好整以暇	hao4zheng3yi3xia2	haozhegixia
好治	hao3zhi4	haozhi
好抓	hao3zhua1	haozhua
豪壮	hao2zhuang4	haozhuag
好转	hao3zhuan3	haozhub
好走	hao3zou3	haozou
好做	hao3zuo4	haozuo
哈气	ha1qi4	haq
哈欠	ha1qian4	haqib
哈市	ha1shi4	hashi
河坝	he2ba4	hba
合办	he2ban4	hban
核半径	he2ban4jing4	hbanjig
荷包	he2bao1	hbao
荷包蛋	he2bao1dan4	hbaodan
核爆炸	he2bao4zha4	hbaozha
何必	he2bi4	hbi
河边	he2bian1	hbib
合并	he2bing4	hbig
河滨	he2bin1	hbin
何不	he2bu4	hbu
合不来	he2bu4lai2	hbulai
喝彩	he4cai3	hcai
核裁军	he2cai2jun1	hcaijvn
喝彩声	he4cai3sheng1	hcaisheg
河槽	he2cao2	hcao
何曾	he2ceng2	hceg
核磁共振	he2ci2gong4zhen4	hcgogzhen
喝茶	he1cha2	hcha
何尝	he2chang2	hchag
合唱队	he2chang4dui4	hchagdui
合唱曲	he2chang4qu3	hchagqv
合唱团	he2chang4tuan2	hchagtub
合成	he2cheng2	hcheg
合成氨	he2cheng2an1	hchegan
合成革	he2cheng2ge2	hchegg
鹤乘轩	he4cheng2xuan1	hchegxvb
呵斥	he1chi4	hchi
何愁	he2chou2	hchou
何处	he2chu4	hchu
河床	he2chuang2	hchuag
河川	he2chuan1	hchub
核磁	he2ci2	hci
何从	he2cong2	hcog
合村	he2cun1	hcun
何错	he2cuo4	hcuo
合当	he2dang1	hdag
核大国	he2da4guo2	hda-guo
盒带	he2dai4	hdai
核弹	he2dan4	hdan
核弹头	he2dan4tou2	hdantou
河道	he2dao4	hdao
喝倒彩	he4dao4cai3	hdaocai
核导弹	he2dao3dan4	hdaodan
何德	he2de2	hde
何等	he2deng3	hdeg
合得来	he2de5lai2	hdelai
何地	he2di4	hdi
喝掉	he1diao4	hdiao
核电	he2dian4	hdib
核电厂	he2dian4chang3	hdibchag
核电站	he2dian4zhan4	hdibzhan
核定	he2ding4	hdig
合订本	he2ding4ben3	hdigben
河东	he2dong1	hdog
核动力	he2dong4li4	hdogli
河东狮吼	he2dong1shi1hou3	hdogshihou
合读	he2du2	hdu
河段	he2duan4	hdub
核对	he2dui4	hdui
和蔼	he2ai3	heai
和蔼可亲	he2ai3ke3qin1	heaikqin
河岸	he2an4	hean
合二而一	he2er4er2yi1	heereri
荷尔蒙	he2er3meng2	heermeg
横波	heng2bo1	hegb
横暴	heng4bao4	hegbao
横匾	heng2bian3	hegbib
横财	heng4cai2	hegcai
横场	heng2chang3	hegchag
横陈	heng2chen2	hegchen
哼出	heng1chu1	hegchu
横穿	heng2chuan1	hegchub
横挡	heng2dang3	hegdag
横道	heng2dao4	hegdao
恒等	heng2deng3	hegdeg
横笛	heng2di2	hegdi
恒定	heng2ding4	hegdig
横渡	heng2du4	hegdu
横断	heng2duan4	hegdub
横断面	heng2duan4mian4	hegdubmib
横断山	heng2duan4shan1	hegdubshan
横额	heng2e2	hege
横放	heng2fang4	hegfag
横飞	heng2fei1	hegfei
横幅	heng2fu2	hegfu
横杆	heng2gan3	heggan
横亘	heng2gen4	heggen
横贯	heng2guan4	heggub
哼哼	heng1heng1	hegheg
哼哼哈哈	heng1heng1ha1ha1	hegheghaha
横祸	heng4huo4	heghuo
横溢	heng2yi4	hegi
哼唧	heng1ji1	hegj
横加	heng4jia1	hegjia
横街	heng2jie1	hegjie
恒久	heng2jiu3	hegjiu
横看	heng2kan4	hegkan
横空	heng2kong1	hegkog
横跨	heng2kua4	hegkua
亨利	heng1li4	hegli
衡量	heng2liang2	hegliag
横列	heng2lie4	heglie
横流	heng2liu2	hegliu
横蛮	heng4man2	hegman
横眉	heng2mei2	hegmei
横眉冷对	heng2mei2leng3dui4	hegmeilegdui
横眉怒目	heng2mei2nu4mu4	hegmeinumu
横眉竖眼	heng2mei2shu4yan3	hegmeishu-ib
横木	heng2mu4	hegmu
横排	heng2pai2	hegpai
横批	heng2pi1	hegpi
哼起	heng1qi3	hegq
横七竖八	heng2qi1shu4ba1	hegqshu-ba
横肉	heng2rou4	hegrou
横死	heng4si3	hegs
横扫	heng2sao3	hegsao
横扫千军	heng2sao3qian1jun1	hegsaoqibjvn
横生	heng2sheng1	hegsheg
